dp,url,cat,title,BN_status
9357940820,https://www.amazon.com/dp/9357940820/?aod=1,Books › Religion & Spirituality › New Age & Spirituality,"Amazon.com: Diabetes Control (Bengali Edition): 9789357940825: A, SETHI DR.: Books",
178914079X,https://www.amazon.com/dp/178914079X/?aod=1,Books › Politics & Social Sciences › Social Sciences,"Shapeshifters: A History: Kachuba, John B.: 9781789140798: Amazon.com: Books",
1735948713,https://www.amazon.com/dp/1735948713/?aod=1,,"Screw That!: Friend, Andrew: 9781735948713: Amazon.com: Books",
B09273XTR1,https://www.amazon.com/dp/B09273XTR1/?aod=1,,Amazon.com: Samsung Galaxy Tab S8+ / Tab S7+ / Tab S7 FE Book Cover - Original Case Tablet - Black : Electronics,No button (0)
0316229164,https://www.amazon.com/dp/0316229164/?aod=1,Books › Teen & Young Adult › Literature & Fiction,"Amazon.com: Umineko WHEN THEY CRY Episode 1: Legend of the Golden Witch, Vol. 1 - manga (Umineko WHEN THEY CRY, 1): 9780316229166: Ryukishi07, Kei Natsumi: Books",
0190920033,https://www.amazon.com/dp/0190920033/?aod=1,,"Insurgent Truth: Chelsea Manning and the Politics of Outsider Truth-Telling: Maxwell, Lida: 9780190920036: Amazon.com: Books",
B08F9WTJXN,https://www.amazon.com/dp/B08F9WTJXN/?aod=1,,"Amazon.com: Skil 65ft. Compact Laser Distance Measurer with Wheel Measuring Mode, Backlit LCD Display, Carry Bag and battery Included - ME9821-00 : Everything Else",No button (0)
1302911988,https://www.amazon.com/dp/1302911988/?aod=1,Books › Comics & Graphic Novels › Graphic Novels,"Amazon.com: RETURN OF WOLVERINE: 9781302911980: Soule, Charles, McNiven, Steve, McNiven, Steve: Books",
0805077596,https://www.amazon.com/dp/0805077596/?aod=1,"Books › Health, Fitness & Dieting › Diseases & Physical Ailments","Amazon.com: The G Spot: And Other Discoveries about Human Sexuality: 9780805077599: Ladas, Alice Khan, Whipple, Beverly, Perry, John D.: Books",Not added (8)
1444706993,https://www.amazon.com/dp/1444706993/?aod=1,Books › Literature & Fiction › Genre Fiction,Immortal Beloved (Book One): 9781444706994: Amazon.com: Books,
B01CJU9MJI,https://www.amazon.com/dp/B01CJU9MJI/?aod=1,Cell Phones & Accessories › Wireless Trade-In Buy Box Widget › Unlocked Wireless Trade-In,Amazon.com: SAMSUNG Galaxy S7 Edge G935F 32GB Unlocked GSM 4G LTE Octa-Core Phone w/ 12 MP Camera - Gold : Cell Phones & Accessories,This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (1)
B07ZHSBXS5,https://www.amazon.com/dp/B07ZHSBXS5/?aod=1,CDs & Vinyl › Indie & Alternative › Indie & Lo-Fi,Destroyer - Have We Met - Amazon.com Music,Not added (10)
0199296987,https://www.amazon.com/dp/0199296987/?aod=1,Books › Literature & Fiction › World Literature,"Agnes Grey (Oxford World's Classics) by Brontë, Anne",
1935950231,https://www.amazon.com/dp/1935950231/?aod=1,Books › Humor & Entertainment › Movies,Amazon.com: Teen Movie Hell: A Crucible of Coming-of-Age Comedies from Animal House to Zapped!: 9781935950233: Mike McPadden: Books,Not added (26)
0738763632,https://www.amazon.com/dp/0738763632/?aod=1,Books › Religion & Spirituality › New Age & Spirituality,"Of Blood and Bones: Working with Shadow Magick & the Dark Moon: Freuler, Kate, Auryn, Mat: 9780738763637: Amazon.com: Books",Not added (31)
1519451792,https://www.amazon.com/dp/1519451792/?aod=1,,"Bi Girls Do It Solo: A Bisexual Female New Adult Romance: Topaz, Jacintha: 9781519451798: Amazon.com: Books",
1472379152,https://www.amazon.com/dp/1472379152/?aod=1,Books,A Collection of Nursery Rhymes: Over One Hundred Classic Rhymes to Treasure (Cute as a Button): Parragon Books: 9781472379153: Amazon.com: Books,Not added (4)
B002TX7B4E,https://www.amazon.com/dp/B002TX7B4E/?aod=1,,Amazon.com: Novation Launchpad Ableton Live Controller : Musical Instruments,Not added (1)
1676701524,https://www.amazon.com/dp/1676701524/?aod=1,,"The Coven's Secret (Hidden Legends: College of Witchcraft): Rades, Alicia, Legends, Hidden: 9781676701521: Amazon.com: Books",No button (0)
1250077397,https://www.amazon.com/dp/1250077397/?aod=1,Books › Literature & Fiction › Genre Fiction,"Amazon.com: Hard Breaker: A Beauty and Beast Novel (Gargoyles Series, 6): 9781250077394: Warren, Christine: Books",
2707199230,https://www.amazon.com/dp/2707199230/?aod=1,,"Homo domesticus - Une histoire profonde des premiers Etats: Scott, James C., Saint-Upéry, Marc, Demoule, Jean-Paul: 9782707199232: Amazon.com: Books",
0340630310,https://www.amazon.com/dp/0340630310/?aod=1,Books › Christian Books & Bibles › Christian Living,"Angels: Gods Secret Agents: Graham, Billy: 9780340630310: Amazon.com: Books",
0738759902,https://www.amazon.com/dp/0738759902/?aod=1,Books › Religion & Spirituality › New Age & Spirituality,"Santa Muerte Oracle: Listrani, Fabio: 9780738759906: Amazon.com: Books",Added (24)
B09F3TXH59,https://www.amazon.com/dp/B09F3TXH59/?aod=1,,"Amazon.com: Urban UR75 10.120L Motorbike Disk Anti-Theft High Security Motorcycle Lock Homologated Classe SRA Mini U Disc U-Lock with Chain not Approved ø10 120 cm Loop, Yellow : Automotive",This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (1)
1419734946,https://www.amazon.com/dp/1419734946/?aod=1,Books › Humor & Entertainment › Television,"The Sopranos Sessions: Seitz, Matt Zoller, Sepinwall, Alan, Chase, David, Lippman, Laura: 9781419734946: Amazon.com: Books",
171953618X,https://www.amazon.com/dp/171953618X/?aod=1,,"All This Time (Sweet Sins Series): Coopmans, Kathy: 9781719536189: Amazon.com: Books",No button (0)
B00GJCX4N8,https://www.amazon.com/dp/B00GJCX4N8/?aod=1,,"Amazon.com: Perfect Holiday Christmas Tree, 6-Feet, Flocked Snow : Everything Else",This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (1)
B06XS124BC,https://www.amazon.com/dp/B06XS124BC/?aod=1,"Health & Household › Vitamins, Minerals & Supplements › Essential Fatty Acids › Omega Oils › Omega-3","Amazon.com: Carlson - Super Omega-3 Gems, 1200 mg Omega-3 Fatty Acids with EPA and DHA, Wild-Caught Norwegian Fish Oil Omega 3 Supplement, Sustainably Sourced Omega 3 Fish Oil, 100+30 Softgels : Health & Household",No button (0)
B07RN45YMN,https://www.amazon.com/dp/B07RN45YMN/?aod=1,"Industrial & Scientific › Test, Measure & Inspect › Surface & Hardness Testing › Surface Roughness Gauges",Digital Surface Roughness Gauge Profile Tester Meter Data Storage Function Multiple Testing Parameters Ra Range 0.005 to 16.000 and Rz Range 0.02 to 160.00 Plastic Shell: Amazon.com: Industrial & Scientific,Not added (1)
099894355X,https://www.amazon.com/dp/099894355X/?aod=1,,"Untwisting Scriptures that were used to tie you up, gag you, and tangle your mind: Book 2 Patriarchy and Authority: Davis, Rebecca: 9780998943558: Amazon.com: Books",No button (0)
B004XTDVD2,https://www.amazon.com/dp/B004XTDVD2/?aod=1,,Amazon.com : Badshah Mumbai Bhaji Pav Masala - 100g : Mixed Spices And Seasonings : Grocery & Gourmet Food,No button (0)
B08KS4L738,https://www.amazon.com/dp/B08KS4L738/?aod=1,,Amazon.com: CatEye Volt 100XC / ORB Rechargeable LED Cycle Bike Front and Rear Light Set,No button (0)
0449208133,https://www.amazon.com/dp/0449208133/?aod=1,Books › Science Fiction & Fantasy › Science Fiction,"Lucifer's Hammer: A Novel: Niven, Larry, Pournelle, Jerry: 9780449208137: Amazon.com: Books",
B0055KOJFM,https://www.amazon.com/dp/B0055KOJFM/?aod=1,Movies & TV › Featured Categories › Blu-ray,Amazon.com: Collateral : Movies & TV,
B0721QPN2H,https://www.amazon.com/dp/B0721QPN2H/?aod=1,"Clothing, Shoes & Jewelry › Luggage & Travel Gear › Luggage › Suitcases",Amazon.com | Itaca Tiber Suitcase 75 centimeters 102 Blue (Azul/Antracita) | Suitcases,This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (1)
1635420709,https://www.amazon.com/dp/1635420709/?aod=1,Books › Biographies & Memoirs › Community & Culture,"Nuestra América: My Family in the Vertigo of Translation: Lomnitz, Claudio: 9781635420708: Amazon.com: Books",
1506728383,https://www.amazon.com/dp/1506728383/?aod=1,,"Frank Miller's Sin City Volume 2: A Dame to Kill For (Deluxe Edition) (Frank Miller's Sin City, 2): Miller, Frank, Miller, Frank: 9781506728384: Amazon.com: Books",Added (22)
B000AMU2MO,https://www.amazon.com/dp/B000AMU2MO/?aod=1,Health & Household › Sexual Wellness › Sensual Delights,Amazon.com: OMG Candy Bra : Health & Household,No button (0)
1947654918,https://www.amazon.com/dp/1947654918/?aod=1,Books › Literature & Fiction › Genre Fiction,"Devil's Breath by Gifune, Greg F",
1092461728,https://www.amazon.com/dp/1092461728/?aod=1,,"Amazon.com: Das Dorf Band 17: Die Räuber (German Edition): 9781092461726: Olsberg, Karl: Books",
2012565123,https://www.amazon.com/dp/2012565123/?aod=1,,"Amazon.com: La voie parfaite, ou Le Christ ésotérique (Éd.1891) (Philosophie) (French Edition): 9782012565128: KINGSFORD A: Books",
1908211369,https://www.amazon.com/dp/1908211369/?aod=1,Books › Arts & Photography › Photography & Video,"Ask The Dust: Veillon, Romain: 9781908211361: Amazon.com: Books",
8499082114,https://www.amazon.com/dp/8499082114/?aod=1,,"Duma Key (Spanish Edition): King, Stephen, Hernández Sendin, José Óscar: 9788499082110: Amazon.com: Books",
2749936438,https://www.amazon.com/dp/2749936438/?aod=1,Books › Teen & Young Adult › Science Fiction & Fantasy,"Amazon.com: Au-delà de l'Ailleurs: 9782749936437: Mafi, Tahereh, Vignault, Valentine: Books",
1594745919,https://www.amazon.com/dp/1594745919/?aod=1,Books › Children's Books › Growing Up & Facts of Life,"Tales from Lovecraft Middle School #1: Professor Gargoyle: Gilman, Charles: 9781594745911: Amazon.com: Books",Added (4)
1717987796,https://www.amazon.com/dp/1717987796/?aod=1,,"Indigo League: Poems Inspired By Pokemon Trainers: Walker, RJ, Walker, RJ: 9781717987792: Amazon.com: Books",
B06XKX4DPJ,https://www.amazon.com/dp/B06XKX4DPJ/?aod=1,,"Amazon.com: Xenvo SquidGrip Flexible Cell Phone Tripod and Portable Action Camera Holder - Compatible with iPhone, GoPro, Android, Samsung, Google Pixel and All Mobile Phones : Cell Phones & Accessories",This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (1)
1507209460,https://www.amazon.com/dp/1507209460/?aod=1,,"The House Witch: Your Complete Guide to Creating a Magical Space with Rituals and Spells for Hearth and Home: Murphy-Hiscock, Arin: 9781507209462: Amazon.com: Books",
4894219433,https://www.amazon.com/dp/4894219433/?aod=1,Books › Foreign Language Books › Japanese,Amazon.com: Guilty (ギルティ) (富士美コミックス): 9784894219434: Cuvie: Books,No button (0)
0063029774,https://www.amazon.com/dp/0063029774/?aod=1,,"Starlight Enclave: A Novel (The Way of the Drow, 1): Salvatore, R. A.: 9780063029774: Amazon.com: Books",
B00JE2G7NY,https://www.amazon.com/dp/B00JE2G7NY/?aod=1,"Grocery & Gourmet Food › Pantry Staples › Soups, Stocks & Broths › Chicken Soups",Amazon.com : Quoc Viet Foods Chicken Flavored Pho Soup Base 10 oz Cot Pho Ga Brand : Grocery & Gourmet Food,Not added (1)
1627783156,https://www.amazon.com/dp/1627783156/?aod=1,,"Amazon.com: Best Women's Erotica of the Year, Volume 8 (8) (Best Women's Erotica Series): 9781627783156: Bussel, Rachel Kramer, Adams, Rilzy, Leigh, Eva, Vazquez, V. A., Juman, Noor, London, Clare, Hankins, Dena, Darling, Diva, Lang, Ruby, Agbisit, Karina L., Lovett, Robin, Fennell, Julie, Zedde, Fiona, Blackmoore, Brynne, Stormcrow, P., Giraldo, Cat, Parker, Sage, Berry, Christina, Leo, Rosanna, Dane, D. S., Midwinter, Souma, Jenson, J.L.: Books",Not added (6)
0375702075,https://www.amazon.com/dp/0375702075/?aod=1,"Books › Reference › Writing, Research & Publishing Guides","Groucho: The Life and Times of Julius Henry Marx: Kanfer, Stefan: 9780375702075: Amazon.com: Books",
1539849589,https://www.amazon.com/dp/1539849589/?aod=1,,"Extraordinary Popular Delusions and The Madness of Crowds: All Volumes - Complete and Unabridged: Mackay, Charles: 9781539849582: Amazon.com: Books",
1497640385,https://www.amazon.com/dp/1497640385/?aod=1,Books › Literature & Fiction › Action & Adventure,"Faery Lands Forlorn (A Man of His Word): Duncan, Dave: 9781497640382: Amazon.com: Books",
B0883V99XV,https://www.amazon.com/dp/B0883V99XV/?aod=1,CDs & Vinyl › Pop,Soundscape's Activity - The War of the Worlds - Amazon.com Music,
1682917584,https://www.amazon.com/dp/1682917584/?aod=1,Books,Heaven-Sent Warrior: Nancy Lee Badger: 9781682917589: Amazon.com: Books,
1544740476,https://www.amazon.com/dp/1544740476/?aod=1,,"Palindrome: The prequel to Six Dead Men: Stoltenkamp, Rae: 9781544740478: Amazon.com: Books",
1720459819,https://www.amazon.com/dp/1720459819/?aod=1,Books › Romance › New Adult & College,"Consequences of Being JoJo (Sista's): Citro, Anne Marie: 9781720459811: Amazon.com: Books",No button (0)
B084SVGQYL,https://www.amazon.com/dp/B084SVGQYL/?aod=1,,Amazon.com: Weekino USA America Memphis Statue Christmas Xmas Tree Ornament Decoration Hanging Pendant Decor City Travel Souvenir Collection Double Sided Porcelain 2.85 Inch : Home & Kitchen,error
B001JJT9DU,https://www.amazon.com/dp/B001JJT9DU/?aod=1,Toys & Games,"Amazon.com: Trumpeter Panel Line Engraver Tool : Arts, Crafts & Sewing",Not added (2)
B001395MNC,https://www.amazon.com/dp/B001395MNC/?aod=1,,"Amazon.com: NOW Supplements, Hawthorn Extract 300 mg, Cardiovascular Support*, 90 Veg Capsules : Health & Household",No button (0)
B00CBEKBXE,https://www.amazon.com/dp/B00CBEKBXE/?aod=1,Health & Household › Diet & Sports Nutrition › Sports Nutrition › Protein › Whey,Amazon.com: Scitec Nutrition 100% whey Protein Professional - 5.18 lbs - Chocolat Peanut Butter : Health & Household,Not added (2)
1787582132,https://www.amazon.com/dp/1787582132/?aod=1,Books › Literature & Fiction › Genre Fiction,"House of Skin (Fiction Without Frontiers): Janz, Jonathan: 9781787582132: Amazon.com: Books",
1911346709,https://www.amazon.com/dp/1911346709/?aod=1,Books › Arts & Photography › Music,"Bon Scott Have a Drink On Me: The Inside Story of Ac/DC's Troubled Frontman: Thornton, Irene: 9781911346708: Amazon.com: Books",
B00391X4RS,https://www.amazon.com/dp/B00391X4RS/?aod=1,Movies & TV › Featured Categories › DVD,Amazon.com: JAPANESE gravure IDOL (E-NET FRONTIER) Aizawa Hitomi / youth dynamic MAX [DVD] : Movies & TV,No button (0)
0007312741,https://www.amazon.com/dp/0007312741/?aod=1,Books,"Bete De Jour: The Intimate Adventures of... by Cattermole, Stan",Not added (2)
1401249337,https://www.amazon.com/dp/1401249337/?aod=1,,"Amazon.com: Batman Vol. 4: Zero Year- Secret City (The New 52): 8601419562046: Snyder, Scott, Capullo, Greg: Books",
1626813760,https://www.amazon.com/dp/1626813760/?aod=1,Books › Literature & Fiction › Genre Fiction,"Oregon Bride (The Bride Series, 3): Bittner, Rosanne: 9781626813762: Amazon.com: Books",
1496736621,https://www.amazon.com/dp/1496736621/?aod=1,,"Little Girls: Malfi, Ronald: 9781496736628: Amazon.com: Books",
B001U0OFCS,https://www.amazon.com/dp/B001U0OFCS/?aod=1,Sports & Outdoors › Exercise & Fitness › Fitness Technology › Heart Rate Monitors,Amazon.com : Polar FT4 Heart Rate Monitor Watch (Silver / Black) : Best Heart Rate Monitor Watch Without Chest Strap For Men : Sports & Outdoors,This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (1)
1780997965,https://www.amazon.com/dp/1780997965/?aod=1,,"A Modern Celt: Seeking the Ancestors: Savage, Mabh: 9781780997964: Amazon.com: Books",
B07BP9BTLY,https://www.amazon.com/dp/B07BP9BTLY/?aod=1,"Health & Household › Vitamins, Minerals & Supplements › Vitamins › Multivitamins","Amazon.com: Zarbee's Complete Kids Multivitamin Gummies + Immune Support, Children Vitamins Gummy with Vitamin A, C, D3, E, B6, B12, Folic Acid & Total B-complex, 70 Count : Health & Household",Not added (4)
8492654708,https://www.amazon.com/dp/8492654708/?aod=1,,"Amazon.com: PADRE PIO (5ª ED. AMPLIADA): 9788492654703: ZAVALA, JOSE Mª: Books",
1911346709,https://www.amazon.com/dp/1911346709/?aod=1,Books › Arts & Photography › Music,"Bon Scott Have a Drink On Me: The Inside Story of Ac/DC's Troubled Frontman: Thornton, Irene: 9781911346708: Amazon.com: Books",
184905522X,https://www.amazon.com/dp/184905522X/?aod=1,Books › Self-Help › Sex,"Things Tom Likes: A book about sexuality and masturbation for boys and young men with autism and related conditions (Sexuality and Safety with Tom and Ellie): Reynolds, Kate E., Powell, Jonathon: 9781849055222: Amazon.com: Books",Not added (11)
B00978GST8,https://www.amazon.com/dp/B00978GST8/?aod=1,Home & Kitchen › Kitchen & Dining › Bakeware › Baking Tools & Accessories › Sifters,"Amazon.com: Metaltex 51"" of stainless steel 5 Kitchen sieve, Silver: Home & Kitchen",No button (0)
1914926560,https://www.amazon.com/dp/1914926560/?aod=1,,"Vanquished: Be a {Wo}man - Volume 2: Smith, Ben, Martineau, Felicia: 9781914926563: Amazon.com: Books",
B00430NME4,https://www.amazon.com/dp/B00430NME4/?aod=1,"Grocery & Gourmet Food › Pantry Staples › Herbs, Spices & Seasonings › Mixed Spices & Seasonings › Italian Seasoning","Amazon.com : The Spice Hunter Mint Leaves, 0.36-Ounce Jar : Mixed Spices And Seasonings : Grocery & Gourmet Food",Not added (1)
0385007515,https://www.amazon.com/dp/0385007515/?aod=1,Books › Literature & Fiction › Genre Fiction,'Salem's Lot: Stephen King: 9780385007511: Amazon.com: Books,
194871227X,https://www.amazon.com/dp/194871227X/?aod=1,Books › Literature & Fiction › Genre Fiction,"The Last Book You'll Ever Read: Hughes, Scott: 9781948712279: Amazon.com: Books",Added (10)
1518790933,https://www.amazon.com/dp/1518790933/?aod=1,Books › Literature & Fiction › Literary,"How I Got to Yesterday: A fictionalized memoir: Sedlock, Paul: 9781518790935: Amazon.com: Books",Added (2)
0992268524,https://www.amazon.com/dp/0992268524/?aod=1,Books › Literature & Fiction › Action & Adventure,"Amazon.com: Before Nightfall: 9780992268527: Amphlett, Rachel: Books",
